id,creationTime,modifiedTime,owner,statusCode,expectedDeliveryDate,quantityUnitCode,quantityValue,version
CurrentItemQuantityData|98d5c140-f8e0-4205-b290-dce32d70529e,2013-05-28 13:46:33:000 +0200,2013-05-28 13:46:33:000 +0200,ItemLocationData|4fb1faca-5f08-44d9-8b6b-1872bdff6084,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|98d73dc9-54f8-4562-9b66-3c741ed80d5e,2013-05-28 13:46:47:000 +0200,2013-05-28 13:46:47:000 +0200,ItemLocationData|d65715c1-a41d-4ecd-b4e1-4ec576f2a696,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|98db18c3-1a70-468b-be2d-f8841c3089a5,2013-05-28 13:46:07:000 +0200,2013-05-28 13:46:07:000 +0200,ItemLocationData|32ca51c4-25c1-4977-9bdd-adddc7fc02a2,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|98e78018-0889-49bb-9ea1-5a096a2671d3,2013-05-28 13:46:31:000 +0200,2013-05-28 13:46:31:000 +0200,ItemLocationData|a839550e-c237-4d57-b20b-ce4bcc04d3f5,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|98eabead-2b3b-4d82-b488-541be552f5ee,2013-05-28 13:46:30:000 +0200,2013-05-28 13:46:30:000 +0200,ItemLocationData|92c706f6-2019-49fa-95ad-62f821046231,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|98edf9f5-6df8-4a94-9893-0aa2a1b4c8cf,2013-05-28 13:46:09:000 +0200,2013-05-28 13:46:09:000 +0200,ItemLocationData|d3a6ff22-aab0-46a6-80cf-0df6051d7f25,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|98f06ccb-6fb5-4699-863c-7444a6dc8f6b,2013-05-28 13:46:25:000 +0200,2013-05-28 13:46:25:000 +0200,ItemLocationData|8f11cea2-61fc-4457-b3ba-f5d1f7285c80,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|98fcfea2-691e-4a8e-a901-ee59e4a620ab,2013-05-28 13:46:09:000 +0200,2013-05-28 13:46:09:000 +0200,ItemLocationData|fd149d02-0e27-49b6-90f2-cda4143744d4,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99032714-180b-4cb2-b951-3304a042d594,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200,ItemLocationData|212a4fe1-db60-4da1-8641-1d6d0008e678,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|990742af-9c8f-45c2-8fb7-bfc81ce9a03d,2013-05-28 13:46:44:000 +0200,2013-05-28 13:46:44:000 +0200,ItemLocationData|921a235b-428b-4427-8a2b-7a87dd3bbeff,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|990cf8c3-d3d7-4967-a786-325f88800527,2013-05-28 13:46:50:000 +0200,2013-05-28 13:46:50:000 +0200,ItemLocationData|4ba04907-a4c9-4830-aeb5-66eb7f069fab,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9913268a-77e1-4f56-9dd8-60244efa3230,2013-05-28 13:46:36:000 +0200,2013-05-28 13:46:36:000 +0200,ItemLocationData|14e1a14a-77c7-4119-9615-17367fbd06ec,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9915405e-62ca-4f37-bab9-65148747ad43,2013-05-28 13:46:46:000 +0200,2013-05-28 13:46:46:000 +0200,ItemLocationData|a199a2f6-555a-4a52-868f-08c1649fc8ef,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99194bc3-aeba-4e5b-b81b-c7f5880f67ac,2013-05-28 13:46:31:000 +0200,2013-05-28 13:46:31:000 +0200,ItemLocationData|bf24e2ed-ae61-4d4f-8162-40b122fd92fa,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|991a2a58-4d87-416b-8c8a-a442cc933590,2013-05-28 13:46:31:000 +0200,2013-05-28 13:46:31:000 +0200,ItemLocationData|31e69415-23dc-43b9-ac7e-db4cb2806e3c,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9921d720-ab67-43a4-92af-3c6b225b6a7a,2013-05-28 13:46:42:000 +0200,2013-05-28 13:46:42:000 +0200,ItemLocationData|d0bcdead-c42b-4b3e-86ef-6aabcf5e5737,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|992493f0-6072-4a5b-8c40-13e677b7270a,2013-05-28 13:46:07:000 +0200,2013-05-28 13:46:07:000 +0200,ItemLocationData|b73d67f6-7623-495c-98c7-fa4aa33f85dd,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|992fa1ca-8e8c-4152-af96-816000098d4f,2013-05-28 13:46:05:000 +0200,2013-05-28 13:46:05:000 +0200,ItemLocationData|927e7cc8-c9b1-4536-996d-27c04ed7275f,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99359886-461e-4c25-bd7e-ab2f8594f859,2013-05-28 13:46:10:000 +0200,2013-05-28 13:46:10:000 +0200,ItemLocationData|74987eaa-bfb6-4f3a-9f94-5e6409c4bb8b,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|993a168e-90c7-430e-9883-90b1322765e4,2013-05-28 13:46:49:000 +0200,2013-05-28 13:46:49:000 +0200,ItemLocationData|6dd5a87d-384b-4c1b-9089-aa2ffc4e933a,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9957b524-3fae-4c0d-986a-6040a533aefd,2013-05-28 13:46:08:000 +0200,2013-05-28 13:46:08:000 +0200,ItemLocationData|3d9af0b6-9230-476a-875f-d2b8cbeb0fe8,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99580120-d72f-4dc8-b6ad-1cc400aaf975,2013-05-28 13:46:25:000 +0200,2013-05-28 13:46:25:000 +0200,ItemLocationData|7d73f74e-0af5-403d-a75c-eb866b57da2a,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99589ff1-5815-4bc4-9898-218eff54f097,2013-05-28 13:46:00:000 +0200,2013-05-28 13:46:00:000 +0200,ItemLocationData|1b7946b0-991e-4b04-a99a-efe553931a3a,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|995b0d8b-b977-4fb6-bd3e-96aa05b09ac9,2013-05-28 13:46:35:000 +0200,2013-05-28 13:46:35:000 +0200,ItemLocationData|996a86fc-cfcf-4926-b7f1-76521be8358c,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|996fb057-0e7c-4389-9e35-29b229f93aef,2013-05-28 13:46:03:000 +0200,2013-05-28 13:46:03:000 +0200,ItemLocationData|12ef9255-2fdc-49db-9600-ed7922127727,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9975beae-5e37-4846-bd82-95795b976283,2013-05-28 13:46:28:000 +0200,2013-05-28 13:46:28:000 +0200,ItemLocationData|dcb09c67-380b-45cd-bf59-28313a7b7117,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99773c23-9fcb-42a4-b08c-40dd81a6e7cc,2013-05-28 13:46:25:000 +0200,2013-05-28 13:46:25:000 +0200,ItemLocationData|34912ea4-59ae-47e4-aa21-d682f4bf42e4,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9979c863-c64c-48b6-a546-b54c7cb54b54,2013-05-28 13:46:19:000 +0200,2013-05-28 13:46:19:000 +0200,ItemLocationData|c6b96ee3-d12d-493f-890d-eb0e2defc6e2,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9987c071-df73-4d5c-81db-4a58b9a43248,2013-05-28 13:46:01:000 +0200,2013-05-28 13:46:01:000 +0200,ItemLocationData|dcb26b8a-101f-4950-9c8b-8ea538ffd8fb,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|998a70b4-6260-45e7-9014-86bc04f4f498,2013-05-28 13:46:29:000 +0200,2013-05-28 13:46:29:000 +0200,ItemLocationData|fdac45fb-12eb-4ab5-8949-e180649ed177,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9994c08b-ea24-440d-8cc1-0b46d2f3c9c9,2013-05-28 13:46:07:000 +0200,2013-05-28 13:46:07:000 +0200,ItemLocationData|1e550211-b44e-4b93-bcfe-8cfc0e1b9b08,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99979930-5ba7-45d5-ac17-80ef9242af8c,2013-05-28 13:46:11:000 +0200,2013-05-28 13:46:11:000 +0200,ItemLocationData|bdedada1-23e2-4b20-b849-b0fc2de76a42,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99a858bb-712d-464f-821d-26eb43ce2707,2013-05-28 13:46:24:000 +0200,2013-05-28 13:46:24:000 +0200,ItemLocationData|ea23c05b-9499-49fc-9c58-f9408f284de0,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99bb7577-66ce-46e8-a56b-90b2b30fada6,2013-05-28 13:46:46:000 +0200,2013-05-28 13:46:46:000 +0200,ItemLocationData|9050c71c-dfce-4257-a5c8-e802a803aaa5,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99bf54d2-0ce3-4a0b-bd43-2fe01707aa11,2013-05-28 13:46:13:000 +0200,2013-05-28 13:46:13:000 +0200,ItemLocationData|6b3f62fc-68d2-48a0-acc5-c586898afa32,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99c5ec01-0769-4703-9eb7-9ac922805b36,2013-05-28 13:46:02:000 +0200,2013-05-28 13:46:02:000 +0200,ItemLocationData|8e5c06e0-030c-44a0-bee6-fd72095dbdce,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99cd02b9-2e88-4fcc-9c14-20a6773f0f04,2013-05-28 13:46:05:000 +0200,2013-05-28 13:46:05:000 +0200,ItemLocationData|71952770-0008-45f3-b73f-32f5c5df53de,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99d10cdb-c93b-4c7b-beb1-cf956b700c36,2013-05-28 13:46:17:000 +0200,2013-05-28 13:46:17:000 +0200,ItemLocationData|17c7e5d6-95c5-48a7-9189-f25746489c2e,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99d51ff6-a670-49a2-aabf-f4b8a2088bbc,2013-05-28 13:46:40:000 +0200,2013-05-28 13:46:40:000 +0200,ItemLocationData|392b6407-c28f-4441-9ab4-8aefacb61e6a,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99dc5756-ee7a-4f89-b295-5ae8645d4ec7,2013-05-28 13:46:46:000 +0200,2013-05-28 13:46:46:000 +0200,ItemLocationData|f677f2a8-215d-444b-b048-dcde37fab8ac,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99e277ab-afed-480c-a047-60dcdcb14748,2013-05-28 13:45:59:000 +0200,2013-05-28 13:45:59:000 +0200,ItemLocationData|b9ba4be8-ef58-431a-a9cb-095329ab38e1,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99e9254d-6614-4705-8b00-8c96fc9bb1e8,2013-05-28 13:46:33:000 +0200,2013-05-28 13:46:33:000 +0200,ItemLocationData|06308fee-6644-40f2-8331-057e3acbb564,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99ecca7c-e8fd-48b1-a79f-cf00fc727823,2013-05-28 13:46:03:000 +0200,2013-05-28 13:46:03:000 +0200,ItemLocationData|422be4bc-b460-4ef2-932f-a2e89e043687,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99ef99a2-3a13-4139-ae9c-5c787b5904f6,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200,ItemLocationData|a4077a42-d16d-4bd5-9a39-c744ebbbad9d,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99f86e3c-11ed-4893-afaa-a399f4c0ee74,2013-05-28 13:46:23:000 +0200,2013-05-28 13:46:23:000 +0200,ItemLocationData|eb11d9ae-b4a3-4e3c-a5bd-915ef3e1ef86,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|99fa5938-cda2-45ff-8fa9-413a0d43c1d6,2013-05-28 13:46:33:000 +0200,2013-05-28 13:46:33:000 +0200,ItemLocationData|2a4e3998-6f51-482c-82bc-9809f6bfb009,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a013481-f48f-48af-9c1f-e24465c7cbe4,2013-05-28 13:46:47:000 +0200,2013-05-28 13:46:47:000 +0200,ItemLocationData|9a6d29ed-5b28-4470-9244-4245e86ad6a7,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a021513-8b5b-40be-826c-c2fe2966bb81,2013-05-28 13:46:31:000 +0200,2013-05-28 13:46:31:000 +0200,ItemLocationData|bb85325b-0e43-4db7-a956-725057420988,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a06ef4d-8333-42ea-bb6f-1557b9bf4739,2013-05-28 13:46:33:000 +0200,2013-05-28 13:46:33:000 +0200,ItemLocationData|1db89577-90fe-48e9-bbec-b9365f84159c,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a095a48-fc8a-465f-bfbe-1714b6d900c1,2013-05-28 13:46:17:000 +0200,2013-05-28 13:46:17:000 +0200,ItemLocationData|35d38fe4-fc3f-4adb-97c2-90d1469bead9,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a0ffe56-3e6b-479a-a4d4-1e9803e45bc8,2013-05-28 13:46:30:000 +0200,2013-05-28 13:46:30:000 +0200,ItemLocationData|52d0133b-fece-4bf5-8fa6-269a30d69262,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a150af5-30bb-4101-af40-ebc97e3ce371,2013-05-28 13:46:38:000 +0200,2013-05-28 13:46:38:000 +0200,ItemLocationData|0f903c4a-7af0-49fa-97b1-007de3151f07,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a192e26-fdb0-4343-bb02-d637b4c4a835,2013-05-28 13:46:43:000 +0200,2013-05-28 13:46:43:000 +0200,ItemLocationData|c487a9fb-144b-44a5-83c0-77f224e10b83,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a1cf969-071a-4091-af7a-0f3318c33e71,2013-05-28 13:46:01:000 +0200,2013-05-28 13:46:01:000 +0200,ItemLocationData|3d05d276-9355-4568-b59b-910cb1b3bbe1,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a28fbc2-e6a7-48be-b3d5-2ab9c1c874be,2013-05-28 13:46:45:000 +0200,2013-05-28 13:46:45:000 +0200,ItemLocationData|aa98d39b-fddb-461e-93fc-5fe484a3cbc3,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a416bd8-0375-45b3-8376-cc15c7c14827,2013-05-28 13:46:41:000 +0200,2013-05-28 13:46:41:000 +0200,ItemLocationData|bf308503-6afb-4d59-b524-b5fb2897ab73,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a47e1ca-1820-4b6a-aff7-13b113e04ea8,2013-05-28 13:46:00:000 +0200,2013-05-28 13:46:00:000 +0200,ItemLocationData|0d1eec5f-a813-40c0-81e7-443e488e28c9,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a4c6424-7f10-4361-9ba5-af4cac7d9dc1,2013-05-28 13:46:42:000 +0200,2013-05-28 13:46:42:000 +0200,ItemLocationData|2f142773-df57-4f45-8276-bcd150b90ab5,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a5209f6-7b78-4aee-a551-fd0e5a4fa8fd,2013-05-28 13:46:05:000 +0200,2013-05-28 13:46:05:000 +0200,ItemLocationData|708330e5-7045-4ad9-9022-5c1ae939b542,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a586290-93d2-4dd2-a570-783931f106aa,2013-05-28 13:46:17:000 +0200,2013-05-28 13:46:17:000 +0200,ItemLocationData|25db6e78-6a38-4066-8a7b-44be5736f56b,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a5e9a9b-9601-470d-951f-e5150408e4bb,2013-05-28 13:46:01:000 +0200,2013-05-28 13:46:01:000 +0200,ItemLocationData|67258092-912a-4337-85a1-d15e696f2cb5,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a61dea7-bf6d-49e3-9c8b-3365a248eb2d,2013-05-28 13:46:23:000 +0200,2013-05-28 13:46:23:000 +0200,ItemLocationData|fef7a9c0-0c73-4300-a4a0-20c706b2166f,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a64b55d-6dfd-4ba1-9f32-62208f45b2db,2013-05-28 13:46:31:000 +0200,2013-05-28 13:46:31:000 +0200,ItemLocationData|c57cf448-c21c-4a76-ab36-b5f73482d01c,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a66e402-ce02-4be7-b065-a524b68b958a,2013-05-28 13:46:22:000 +0200,2013-05-28 13:46:22:000 +0200,ItemLocationData|734f10c1-03b8-445f-963a-2cdf6f9444e3,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a8196ee-7ddc-4987-b61e-381489ed1d3b,2013-05-28 13:46:48:000 +0200,2013-05-28 13:46:48:000 +0200,ItemLocationData|b21a7eee-0841-4cee-b51f-2ab40e8c5646,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a88af07-5061-4119-9d07-3d956466024a,2013-05-28 13:46:39:000 +0200,2013-05-28 13:46:39:000 +0200,ItemLocationData|4e8f756d-8e77-47c0-80dc-93dbd294e191,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a9541b3-30d7-4fc5-80a0-17d84307ad56,2013-05-28 13:46:41:000 +0200,2013-05-28 13:46:41:000 +0200,ItemLocationData|aea7a06f-d4f7-40a4-893c-e89b43c90c35,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a9baf9b-6c9e-4394-b9b8-a718351888d1,2013-05-28 13:46:49:000 +0200,2013-05-28 13:46:49:000 +0200,ItemLocationData|e37c2d4a-30d0-4da0-81ac-702d2a049148,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a9f1cfa-6fc3-4a79-8a4a-2140688fbe3b,2013-05-28 13:46:13:000 +0200,2013-05-28 13:46:13:000 +0200,ItemLocationData|816c0173-f0db-4d17-b7e0-1ebe490e6de9,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a9fdb8d-b180-4b14-8dd6-37b2fd9bdf02,2013-05-28 13:46:10:000 +0200,2013-05-28 13:46:10:000 +0200,ItemLocationData|895f087a-88d3-442e-a972-d6d75e8dc1eb,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9a9ff892-0920-4448-93b3-71a3342d7728,2013-05-28 13:46:46:000 +0200,2013-05-28 13:46:46:000 +0200,ItemLocationData|f28c135d-8f00-4add-ae24-4b349707dcfe,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9aa8504e-7b01-427c-b49c-411a5316ce4b,2013-05-28 13:46:32:000 +0200,2013-05-28 13:46:32:000 +0200,ItemLocationData|39a38507-4df3-45fa-ba15-ef4c717e8d0f,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9aa92704-08a8-48ea-b5bd-f0f7b30e0195,2013-05-28 13:46:24:000 +0200,2013-05-28 13:46:24:000 +0200,ItemLocationData|0047fecb-50c8-4640-8626-f9cfdb83c026,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9aaa991f-ae3e-41f1-9f18-91f012fd4b14,2013-05-28 13:46:37:000 +0200,2013-05-28 13:46:37:000 +0200,ItemLocationData|53399f0a-d9a4-4d92-ba16-2ec32300118d,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9aafc74a-c3cf-4a56-8300-e573a0a94926,2013-05-28 13:46:12:000 +0200,2013-05-28 13:46:12:000 +0200,ItemLocationData|84e7a881-b06b-4b5c-bc13-8195c1d2be1e,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9ab03bf7-aa0b-42d7-a485-e3c663aa61ff,2013-05-28 13:46:07:000 +0200,2013-05-28 13:46:07:000 +0200,ItemLocationData|8d93be1f-983a-4cf0-980a-c68555d759ad,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9ab0be8c-4b8c-46f1-884a-339563764bec,2013-05-28 13:46:10:000 +0200,2013-05-28 13:46:10:000 +0200,ItemLocationData|bbbd1789-78f5-43e8-8382-5d2db7bdc1d8,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9ab809c9-44bb-4d12-8979-df7640b8aa4f,2013-05-28 13:46:27:000 +0200,2013-05-28 13:46:27:000 +0200,ItemLocationData|d31b7746-d5ad-45b5-8667-e711f4f84046,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9ac0fb10-ade7-4b3e-ba5b-b223b1a460ce,2013-05-28 13:46:25:000 +0200,2013-05-28 13:46:25:000 +0200,ItemLocationData|be58e213-a12e-447a-9b49-10bd93097d56,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9ac4d9aa-23f6-4ca8-b629-5a7bc66dbfd1,2013-05-28 13:46:01:000 +0200,2013-05-28 13:46:01:000 +0200,ItemLocationData|36dfa2b2-b81b-4068-991b-a11a6494ada0,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9ad132b0-8b3d-4102-8d43-50cda761e927,2013-05-28 13:46:20:000 +0200,2013-05-28 13:46:20:000 +0200,ItemLocationData|1687ac75-a087-467b-b4d2-9075cf8c16ff,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9af3e32e-9efa-414b-9dc1-593754b4feb1,2013-05-28 13:45:59:000 +0200,2013-05-28 13:45:59:000 +0200,ItemLocationData|ffdb094c-47f7-44a4-a931-c94905e6dda1,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9af7044c-cef2-4baa-8dad-7cf6553094a2,2013-05-28 13:46:07:000 +0200,2013-05-28 13:46:07:000 +0200,ItemLocationData|4dd5453f-c4b8-4600-876b-e8f0334c9725,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9af75dc0-6b41-4883-8bb5-d9a4c094f9fc,2013-05-28 13:46:25:000 +0200,2013-05-28 13:46:25:000 +0200,ItemLocationData|b04aeca2-5ea2-4a4d-90d6-d5d42d83dd67,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9afacda3-d2d4-421a-adca-f6621d7b88b6,2013-05-28 13:46:11:000 +0200,2013-05-28 13:46:11:000 +0200,ItemLocationData|f1bfc3ab-50c4-45c5-91d7-b3dfd8b283db,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b0a22a8-dadf-43ac-883a-bb533a14f37b,2013-05-28 13:46:47:000 +0200,2013-05-28 13:46:47:000 +0200,ItemLocationData|d7d57028-928c-4fd9-a109-7e6c050a1ddb,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b0efa1f-39cb-4b1c-ba7f-654c6e765ef5,2013-05-28 13:46:28:000 +0200,2013-05-28 13:46:28:000 +0200,ItemLocationData|4419007f-ac27-440e-b2d1-cb13301d790e,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b1d8610-60e4-46ba-a1bb-9bc0d2b5bea6,2013-05-28 13:46:10:000 +0200,2013-05-28 13:46:10:000 +0200,ItemLocationData|6238b776-e879-4994-b5a7-0d91e37117f4,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b1d9c03-d2a6-40d1-9a7a-60366018c04d,2013-05-28 13:46:33:000 +0200,2013-05-28 13:46:33:000 +0200,ItemLocationData|696bb062-53f1-418b-a9d3-bf3d3fd239dd,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b2f62f9-9bc3-4788-bbf8-c8135e0f96e0,2013-05-28 13:46:05:000 +0200,2013-05-28 13:46:05:000 +0200,ItemLocationData|102023db-54a1-4ce9-9d96-3136d87fb5cb,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b371cc0-5758-4c85-b729-b7c3e849d5fa,2013-05-28 13:46:30:000 +0200,2013-05-28 13:46:30:000 +0200,ItemLocationData|dca661cd-33f0-445b-966e-4aefc80474a6,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b3cf7bd-a1de-47b3-8c78-4fed7d534539,2013-05-28 13:46:08:000 +0200,2013-05-28 13:46:08:000 +0200,ItemLocationData|df724285-1d43-4eea-af22-42fc6f672d3c,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b40ec8f-9b2a-44e9-909b-9c22705ba797,2013-05-28 13:46:29:000 +0200,2013-05-28 13:46:29:000 +0200,ItemLocationData|df32c0b8-d22c-442e-bc18-99497a983a70,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b47d9f6-3150-4023-900c-cbc02e026f47,2013-05-28 13:46:33:000 +0200,2013-05-28 13:46:33:000 +0200,ItemLocationData|a0c4ee39-6c86-469b-8288-f7d92d01ca1e,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b4da55f-c3f3-49da-8036-9981a63853bc,2013-05-28 13:46:36:000 +0200,2013-05-28 13:46:36:000 +0200,ItemLocationData|cd8a7024-fefa-4d96-b0a7-5d5d03fd0100,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
CurrentItemQuantityData|9b4ff8ce-7fd9-4da0-a8b2-cc0ce4f5bd96,2013-05-28 13:46:31:000 +0200,2013-05-28 13:46:31:000 +0200,ItemLocationData|1d89c028-51c0-4149-b542-180e3a532b5f,ON_HAND,1900-01-01 01:00:00:000 +0100,,5000,1
